precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,month,is_monsoon,flood_event
0.88,103000.0,0.1236,37.76,0.17,20.64,0.45,0.35,35.83,0.1416,9,1,0
11.87,101386.0,0.2021,21.35,0.84,43.1,9.87,8.45,19.51,0.2025,1,0,0
306.21,98847.7,0.9405,23.89,10.78,98.65,233.37,180.0,23.04,0.9171,6,1,1
231.74,98681.6,0.8422,28.86,3.66,90.2,158.86,132.36,27.37,0.8456,9,1,1
16.52,101922.2,0.2004,25.53,0.49,47.63,10.76,5.62,24.53,0.2058,9,1,0
3.82,101771.5,0.1048,33.56,0.72,36.36,2.87,2.55,32.8,0.0893,11,0,0
264.86,98381.7,0.8456,20.22,6.08,92.27,160.58,117.66,21.38,0.8418,9,1,1
172.16,99647.6,0.6933,34.26,5.48,83.16,108.5,66.73,35.26,0.6685,10,0,1
29.47,100500.0,0.3397,29.14,2.33,66.69,15.77,13.87,28.26,0.354,6,1,0
100.69,100193.1,0.6497,26.03,4.85,75.0,81.54,64.92,24.58,0.669,9,1,1
302.28,98247.8,0.92,24.77,11.27,91.85,211.74,119.36,24.89,0.9264,8,1,1
344.69,98337.4,0.95,20.0,7.08,100.0,223.73,130.08,19.03,0.9628,7,1,1
29.43,100767.3,0.35,33.24,1.1,69.0,20.0,11.85,33.02,0.3381,10,0,0
321.82,98353.2,0.9407,25.2,6.98,98.19,225.71,178.38,24.05,0.9136,9,1,1
332.57,98000.0,0.95,21.03,6.61,93.31,220.91,180.0,21.32,0.9775,7,1,1
3.26,102302.8,0.121,32.18,0.62,23.15,1.75,0.88,31.09,0.1303,2,0,0
208.34,99491.1,0.7454,31.83,5.22,84.26,160.33,114.7,33.1,0.7747,6,1,1
19.44,101385.5,0.2181,33.53,1.26,54.43,13.13,7.04,34.91,0.2314,4,0,0
124.39,100072.0,0.659,22.46,4.49,75.0,105.73,60.54,20.8,0.6848,7,1,1
230.05,98895.7,0.7743,20.0,7.19,87.89,180.29,116.19,19.4,0.7843,1,0,1
91.06,100500.0,0.6085,27.44,3.0,75.55,51.62,40.0,29.05,0.6243,11,0,1
206.65,99212.3,0.7735,21.18,6.59,84.74,126.14,106.41,22.16,0.7479,6,1,1
20.53,101101.5,0.2471,31.98,1.46,58.9,11.58,9.04,31.69,0.2401,12,0,0
14.38,102087.4,0.1908,23.42,2.35,43.05,9.47,6.87,24.05,0.1752,8,1,0
25.3,100500.0,0.3227,19.42,1.55,64.61,20.0,13.83,19.86,0.3343,7,1,0
23.48,101311.1,0.2896,23.52,0.31,48.9,14.69,10.11,23.99,0.3059,12,0,0
16.18,100687.3,0.2292,22.98,2.21,43.2,8.52,7.38,22.1,0.237,6,1,0
2.69,102459.9,0.1041,24.59,0.0,20.0,1.39,0.91,25.83,0.1104,7,1,0
286.44,98217.2,0.8628,29.97,10.42,90.75,242.49,158.32,31.37,0.853,8,1,1
25.38,101211.9,0.3037,28.81,4.38,64.68,16.74,12.29,27.87,0.2839,7,1,0
10.24,101552.6,0.1206,26.45,0.45,35.97,6.04,4.77,27.81,0.1313,10,0,0
8.85,101292.3,0.1717,23.31,0.92,38.09,5.21,3.16,21.82,0.1811,11,0,0
162.29,99782.1,0.7173,20.0,5.15,77.21,118.99,79.68,19.75,0.739,8,1,1
5.64,101857.9,0.1252,21.9,0.78,25.38,5.04,3.58,22.07,0.1124,10,0,0
300.27,98668.8,0.8761,22.88,8.94,100.0,248.2,155.05,22.14,0.8943,9,1,1
22.95,101169.8,0.3071,37.79,2.1,57.21,13.59,7.43,39.03,0.2881,6,1,0
302.8,98123.1,0.8852,30.99,7.02,93.96,247.96,180.0,29.63,0.8684,7,1,1
7.27,101444.9,0.162,24.63,0.81,25.91,6.17,4.27,23.42,0.1671,6,1,0
208.78,99308.2,0.7148,20.0,5.91,90.89,160.93,120.83,18.4,0.7306,3,0,1
258.92,99891.0,0.8138,22.78,8.54,86.18,207.76,161.67,23.91,0.8238,7,1,1
11.8,102096.3,0.1871,29.62,0.45,42.67,7.09,3.97,29.69,0.191,7,1,0
15.76,100834.7,0.2375,21.62,1.05,43.5,9.24,7.41,21.99,0.2311,5,0,0
200.81,99774.4,0.7625,32.22,6.13,84.27,122.52,102.88,32.92,0.7519,8,1,1
280.87,98798.4,0.8627,30.05,7.8,90.26,159.58,100.52,30.28,0.8599,9,1,1
21.74,100970.1,0.255,23.89,4.28,51.71,15.74,14.1,24.9,0.2707,6,1,0
139.93,100123.1,0.6719,22.65,3.0,79.44,113.67,72.5,21.8,0.6773,4,0,1
20.1,101170.9,0.2887,37.87,1.9,45.62,14.14,11.23,36.52,0.2747,1,0,0
20.63,101195.4,0.2392,26.42,2.98,57.5,15.8,9.53,26.73,0.2357,11,0,0
3.35,101944.1,0.0916,22.81,0.13,23.93,1.95,1.61,22.58,0.0952,10,0,0
15.49,101737.6,0.1984,32.81,0.5,40.75,10.05,7.21,34.21,0.1964,5,0,0
11.49,101250.1,0.1987,31.76,0.14,39.81,9.46,5.21,31.6,0.1986,2,0,0
2.79,102548.5,0.1008,25.5,0.74,24.69,2.5,1.77,25.7,0.0847,5,0,0
170.91,99464.6,0.7511,24.31,5.6,88.85,100.12,63.22,25.42,0.753,1,0,1
336.4,98594.7,0.9292,20.0,8.56,100.0,250.0,180.0,20.43,0.9168,9,1,1
25.98,101727.4,0.3123,30.6,1.83,69.25,14.02,11.35,30.39,0.3134,4,0,0
121.74,100273.9,0.6816,25.47,4.9,79.06,88.91,70.69,26.57,0.7014,7,1,1
22.77,100891.3,0.2916,33.68,2.42,61.69,12.82,10.4,34.97,0.3064,2,0,0
94.07,100500.0,0.6244,20.1,3.0,79.99,66.22,49.39,18.75,0.6142,8,1,1
247.28,99125.1,0.7429,24.92,7.27,95.26,178.36,147.15,23.92,0.7563,9,1,1
1.77,102001.1,0.08,21.43,0.07,21.1,1.31,0.91,21.54,0.0737,9,1,0
28.34,100595.6,0.315,31.78,1.58,69.52,20.0,12.29,30.75,0.311,8,1,0
133.5,99924.0,0.6509,23.06,4.82,82.83,101.95,65.07,23.52,0.6585,8,1,1
160.65,99471.1,0.7251,28.43,3.31,81.14,93.75,54.35,30.36,0.7469,4,0,1
228.67,99205.0,0.8728,20.0,5.8,89.31,130.99,91.77,18.56,0.8748,4,0,1
15.92,101692.7,0.2168,33.65,1.35,40.72,9.16,6.98,34.05,0.2018,5,0,0
126.31,99734.4,0.6618,21.78,3.92,79.45,94.38,77.53,20.32,0.689,9,1,1
26.63,100798.7,0.2978,18.96,1.38,63.63,14.82,11.12,18.51,0.2887,12,0,0
13.27,101737.2,0.2267,36.32,0.1,38.1,9.25,4.98,36.05,0.2123,8,1,0
333.66,98000.0,0.92,33.58,8.83,92.57,216.14,119.48,33.5,0.9219,6,1,1
23.13,100992.2,0.3067,31.75,2.01,63.82,19.82,15.0,33.07,0.3035,10,0,0
91.04,100500.0,0.6231,20.83,3.79,75.0,60.26,50.96,19.19,0.6276,8,1,1
28.63,100893.9,0.35,19.03,3.05,65.45,19.12,9.95,19.89,0.3378,7,1,0
24.93,101308.1,0.3222,21.52,4.07,65.98,15.52,12.54,23.26,0.338,1,0,0
300.84,98193.8,0.9301,29.64,8.52,94.4,177.86,126.07,29.48,0.909,9,1,1
12.87,101745.1,0.215,29.79,0.83,44.11,7.56,6.06,27.87,0.1993,6,1,0
95.73,100265.9,0.6505,28.17,4.86,78.13,60.86,44.3,28.38,0.6686,9,1,1
284.07,98293.0,0.8415,21.38,7.11,96.17,216.29,164.71,23.06,0.8198,6,1,1
13.31,101470.0,0.2395,26.47,2.68,38.11,10.55,9.43,24.9,0.2312,5,0,0
129.89,100334.2,0.6582,24.49,3.87,78.93,101.68,74.11,23.61,0.6521,8,1,1
8.37,101701.6,0.15,21.59,1.2,43.21,5.82,4.54,21.77,0.1564,3,0,0
17.03,101115.3,0.2515,23.46,3.0,53.53,13.33,7.08,24.48,0.27,1,0,0
20.41,101511.7,0.2814,33.76,2.06,54.73,15.25,8.49,33.7,0.2843,2,0,0
26.69,100500.0,0.35,30.22,1.61,70.0,20.0,12.03,29.89,0.3399,10,0,0
26.14,100705.5,0.3374,18.93,3.31,63.39,14.94,7.94,17.8,0.3361,11,0,0
22.37,101511.9,0.3247,34.08,3.5,57.74,12.57,10.62,34.16,0.3419,3,0,0
128.36,99783.4,0.621,31.83,3.0,75.0,107.64,88.62,31.92,0.6133,10,0,1
9.16,101511.7,0.1486,20.56,1.21,34.6,7.62,4.78,22.29,0.1482,11,0,0
2.43,102669.3,0.1142,25.71,0.19,24.12,1.56,1.3,26.43,0.1063,9,1,0
11.91,101865.9,0.1877,21.55,1.56,41.92,9.82,8.57,23.02,0.202,2,0,0
156.56,100239.1,0.7166,31.83,3.45,79.6,110.24,75.58,32.48,0.6974,9,1,1
216.11,99120.3,0.8028,26.46,7.03,86.41,136.83,94.29,26.14,0.7762,5,0,1
185.66,99582.6,0.7823,22.56,5.12,88.03,125.1,79.39,23.33,0.7681,6,1,1
171.22,99746.0,0.7215,33.84,5.3,83.48,110.81,82.79,34.96,0.7032,9,1,1
334.76,98000.0,0.95,23.1,8.83,95.17,205.62,172.99,25.02,0.9295,9,1,1
288.51,98307.6,0.8824,33.53,9.62,90.95,182.05,109.26,32.68,0.8933,6,1,1
24.07,101029.3,0.2998,20.32,1.17,55.28,20.0,12.63,21.76,0.3036,2,0,0
26.47,100500.0,0.35,33.89,3.32,64.39,20.0,12.24,33.36,0.3455,8,1,0
19.17,101378.2,0.2419,36.25,2.91,54.68,17.1,13.84,35.68,0.2462,1,0,0
226.48,99167.6,0.7728,34.1,7.54,83.61,177.63,127.76,35.36,0.7607,9,1,1
17.88,101538.7,0.2462,30.47,2.29,49.77,9.36,5.01,32.34,0.235,2,0,0
1.58,102016.2,0.1178,36.02,1.14,26.51,1.42,1.03,37.69,0.0988,12,0,0
173.95,99863.6,0.7378,34.14,4.46,85.76,142.95,119.78,32.49,0.736,4,0,1
236.21,99001.3,0.777,27.85,7.16,89.11,170.68,97.75,27.95,0.7476,9,1,1
318.61,98358.9,0.8945,25.71,7.1,95.86,238.0,165.23,26.46,0.9202,6,1,1
165.45,99675.9,0.7084,25.28,5.62,80.01,103.11,83.65,24.98,0.7041,7,1,1
0.47,102570.5,0.08,20.39,0.45,20.0,0.41,0.26,21.29,0.0826,9,1,0
217.41,99100.1,0.7874,33.53,7.31,89.54,134.53,97.51,34.75,0.7893,8,1,1
16.14,101019.6,0.2699,37.49,0.0,53.3,11.7,6.36,39.46,0.2571,2,0,0
250.82,99191.3,0.8215,21.14,8.88,88.68,179.98,104.4,20.05,0.836,7,1,1
130.49,100218.9,0.6866,27.36,3.0,82.29,71.78,60.31,28.86,0.6935,9,1,1
12.23,101523.6,0.2119,27.46,1.31,44.3,8.54,6.13,28.71,0.2126,7,1,0
3.23,102820.5,0.1213,27.12,0.27,28.98,1.98,1.53,28.68,0.1235,2,0,0
207.36,99172.8,0.7601,20.52,4.67,83.68,173.62,132.79,18.54,0.7741,2,0,1
14.41,101532.0,0.193,30.4,2.45,47.81,11.74,7.9,31.3,0.1877,6,1,0
0.51,102849.6,0.0813,33.31,0.62,24.37,0.3,0.16,31.43,0.083,6,1,0
326.29,98000.0,0.95,24.15,8.82,96.46,250.0,147.81,23.93,0.9495,7,1,1
247.26,98904.4,0.7829,29.1,8.35,95.82,163.58,134.88,29.98,0.7976,4,0,1
278.81,98637.2,0.8605,27.84,7.63,87.18,205.22,164.32,29.75,0.8807,9,1,1
177.02,99414.3,0.7807,22.77,5.49,84.03,138.85,77.08,24.71,0.7522,6,1,1
7.67,102299.2,0.1612,21.36,0.64,29.88,4.1,2.18,21.0,0.1674,1,0,0
3.1,101930.3,0.0806,30.46,0.41,20.0,2.58,1.47,28.67,0.0878,9,1,0
92.73,100137.1,0.6213,29.94,3.0,75.53,51.18,40.0,30.17,0.6169,8,1,1
247.42,98580.2,0.8473,27.73,5.61,89.49,200.2,149.22,26.98,0.8538,6,1,1
0.16,102877.9,0.08,24.09,0.53,20.0,0.1,0.08,22.47,0.0809,1,0,0
9.12,101622.9,0.149,31.84,0.08,37.76,6.71,4.05,30.91,0.1617,9,1,0
238.54,98938.6,0.8013,26.01,3.92,85.69,144.85,113.03,24.31,0.8058,3,0,1
337.89,98000.0,0.95,30.49,8.97,100.0,199.94,161.94,30.98,0.9641,8,1,1
160.52,99767.2,0.6777,20.0,4.77,82.76,106.71,87.13,21.32,0.6835,6,1,1
231.97,99108.0,0.8097,24.73,8.65,87.22,173.18,133.43,23.85,0.7827,7,1,1
16.51,101558.5,0.2121,34.9,2.84,45.62,11.47,7.35,35.13,0.2229,1,0,0
195.16,99515.9,0.7676,32.95,5.23,89.88,112.49,65.87,31.44,0.7546,9,1,1
27.71,100500.0,0.3248,24.5,1.76,70.0,17.24,12.52,26.0,0.3114,11,0,0
141.62,99987.9,0.6662,29.93,6.3,85.08,111.09,69.36,28.59,0.6696,9,1,1
173.0,99353.7,0.7505,28.25,7.24,86.56,132.92,85.81,28.68,0.778,6,1,1
20.28,101186.4,0.2526,33.36,1.82,41.8,17.46,10.65,35.2,0.2358,2,0,0
272.12,98878.4,0.8343,21.7,5.39,92.81,213.44,141.28,20.56,0.837,9,1,1
29.08,100864.1,0.3347,30.7,3.66,61.93,15.34,9.4,32.07,0.3184,11,0,0
302.54,98224.5,0.8867,22.19,7.62,97.22,234.73,180.0,22.28,0.9112,8,1,1
19.25,101524.9,0.2975,33.54,2.72,49.14,14.48,9.58,33.37,0.3131,6,1,0
5.04,102701.6,0.1252,24.06,0.16,23.67,2.58,1.4,22.47,0.1199,11,0,0
20.89,101525.4,0.2599,22.57,2.68,50.65,16.32,10.47,20.75,0.2418,3,0,0
303.57,98506.8,0.8584,23.46,10.51,95.05,172.49,144.48,23.9,0.8351,3,0,1
96.69,100078.5,0.6,31.94,3.66,77.63,77.84,60.78,32.5,0.5785,10,0,1
17.98,101215.2,0.2265,21.95,2.42,50.67,9.41,5.69,22.19,0.2288,12,0,0
4.15,102197.7,0.1548,21.21,0.83,29.23,2.78,2.21,22.82,0.1741,6,1,0
118.89,100246.1,0.6552,20.52,3.0,79.77,91.69,64.6,19.12,0.6448,11,0,1
3.45,101760.3,0.1421,23.66,0.0,21.03,1.86,0.95,22.6,0.1535,6,1,0
165.59,99910.9,0.7429,33.69,3.03,86.67,112.06,75.16,33.18,0.7216,10,0,1
2.38,102511.1,0.1035,26.67,0.39,22.21,1.56,1.08,24.9,0.1128,12,0,0
318.6,98447.9,0.8716,28.12,5.66,99.28,227.54,147.16,26.55,0.8833,6,1,1
182.23,100500.0,0.6982,28.37,3.02,82.42,104.3,65.8,28.14,0.6686,4,0,1
229.91,99153.2,0.786,23.99,5.05,93.42,188.57,154.77,24.09,0.7718,7,1,1
3.96,102157.5,0.1258,34.11,0.54,34.76,2.21,1.83,34.46,0.1266,6,1,0
348.01,98000.0,0.92,31.47,11.42,98.9,250.0,180.0,29.79,0.8926,2,0,1
18.56,101679.7,0.2369,34.34,2.19,51.91,9.8,8.3,36.14,0.2199,4,0,0
23.79,101853.4,0.291,18.28,3.73,55.3,12.26,8.41,18.75,0.2737,6,1,0
217.1,99580.2,0.8077,28.2,6.77,83.1,170.17,128.82,26.85,0.8351,6,1,1
19.27,100975.7,0.2365,22.8,1.87,54.88,9.79,8.06,21.42,0.2415,2,0,0
171.51,100500.0,0.6796,28.51,5.78,87.95,102.64,58.51,28.23,0.6723,5,0,1
20.9,100877.7,0.2487,27.57,2.7,52.39,12.22,7.94,27.58,0.2687,11,0,0
28.22,100500.0,0.35,31.51,4.24,69.06,20.0,15.0,31.29,0.3543,3,0,0
13.35,101841.2,0.1779,28.06,0.4,40.45,12.0,8.77,27.16,0.1689,8,1,0
27.35,101237.8,0.3332,36.28,3.0,70.0,20.0,13.34,34.59,0.3172,9,1,0
7.85,101329.9,0.1443,30.71,1.42,30.88,6.25,5.56,31.41,0.1301,7,1,0
260.56,99040.8,0.8827,21.13,4.8,90.49,209.55,151.36,23.08,0.9111,8,1,1
15.6,101595.3,0.2115,37.78,2.31,46.97,10.41,8.15,37.76,0.2171,3,0,0
283.93,98517.6,0.9164,20.0,6.69,95.28,198.56,166.95,21.24,0.9026,10,0,1
93.35,100239.1,0.6,24.85,4.05,84.24,73.22,54.45,25.31,0.5749,6,1,1
201.99,99226.2,0.755,34.46,6.65,87.72,161.76,114.69,32.53,0.75,7,1,1
322.95,98328.4,0.9151,32.05,8.21,93.85,238.11,169.72,31.28,0.9357,9,1,1
22.72,100724.1,0.2549,22.78,4.16,56.68,11.76,7.15,23.5,0.242,8,1,0
82.58,100024.1,0.6279,32.62,3.48,75.49,54.64,40.0,32.29,0.6221,8,1,1
90.27,100500.0,0.6215,21.32,3.0,76.07,57.25,40.0,22.88,0.6037,6,1,1
307.48,98563.2,0.8778,26.97,10.1,95.37,223.59,157.92,25.39,0.8585,12,0,1
13.09,102141.8,0.2194,24.41,1.48,40.61,9.14,5.62,23.97,0.2159,8,1,0
292.79,98448.4,0.8726,27.1,9.09,100.0,201.86,143.02,25.45,0.8704,6,1,1
3.09,102226.5,0.1179,24.61,0.95,23.64,1.82,0.93,25.04,0.1318,12,0,0
209.86,99831.6,0.7727,29.14,4.84,83.94,121.5,79.41,28.71,0.7538,6,1,1
293.74,98227.4,0.8619,20.0,10.1,97.15,166.56,135.89,19.79,0.8491,7,1,1
254.59,98662.2,0.8129,20.64,7.12,93.1,165.02,137.23,21.93,0.7997,6,1,1
195.07,99599.3,0.7666,30.09,5.93,88.74,145.65,91.7,29.43,0.7802,9,1,1
329.93,98603.9,0.95,32.64,9.17,100.0,206.43,153.23,33.04,0.9527,10,0,1
113.57,99987.2,0.6737,26.64,3.23,79.21,93.34,54.16,25.96,0.6979,8,1,1
12.47,101485.5,0.2088,29.29,1.54,40.3,7.89,5.62,27.41,0.1902,2,0,0
13.37,101945.7,0.2012,35.67,0.97,43.76,10.54,9.32,36.46,0.2128,2,0,0
250.62,99148.5,0.8001,24.13,8.43,93.24,166.75,102.81,24.49,0.8009,7,1,1
284.94,98653.4,0.8854,24.44,8.46,93.7,238.71,180.0,24.4,0.8899,7,1,1
100.96,100500.0,0.6,22.56,4.97,75.0,77.53,58.94,24.16,0.5952,8,1,1
27.82,100576.6,0.3144,30.64,2.12,67.4,20.0,12.63,30.18,0.295,7,1,0
268.37,99141.5,0.8308,22.55,3.8,90.22,172.56,142.06,20.65,0.844,7,1,1
19.74,100963.1,0.2582,19.39,1.17,49.48,14.85,10.46,21.38,0.2462,7,1,0
349.98,98095.1,0.9401,30.43,12.0,100.0,250.0,140.85,30.03,0.9247,9,1,1
271.1,98348.0,0.9043,21.1,6.7,89.47,161.51,109.97,22.71,0.9013,11,0,1
3.61,102078.3,0.1072,21.86,0.0,33.05,2.2,1.46,20.45,0.1141,12,0,0
347.86,98000.0,0.9161,31.07,11.08,100.0,196.06,117.96,29.58,0.8996,11,0,1
2.05,101985.5,0.1068,25.14,0.99,20.0,1.17,0.98,24.72,0.1116,3,0,0
11.05,101820.7,0.1844,26.18,0.59,33.21,9.28,5.14,25.77,0.1657,10,0,0
97.65,100500.0,0.6,23.07,3.0,75.38,57.67,40.0,22.47,0.6104,6,1,1
15.79,101426.0,0.2181,22.83,0.75,49.63,12.38,8.9,22.59,0.1993,7,1,0
29.53,100850.0,0.3307,33.79,2.83,63.93,20.0,14.72,32.99,0.3305,4,0,0
102.06,100167.3,0.6,21.95,3.0,75.0,80.69,52.84,22.19,0.6042,6,1,1
10.82,101658.0,0.1972,33.23,0.55,36.87,6.22,4.72,31.96,0.1961,11,0,0
3.03,102698.2,0.1277,25.67,0.0,25.12,2.5,1.43,26.85,0.1095,7,1,0
25.08,101109.8,0.2972,30.06,2.91,69.66,18.9,15.0,29.79,0.3078,7,1,0
208.76,98963.1,0.7697,20.0,4.6,84.46,139.47,104.88,18.2,0.7946,10,0,1
25.44,100883.5,0.3235,31.23,2.98,62.91,20.0,15.0,32.65,0.3048,8,1,0
244.65,98921.1,0.8535,24.89,5.16,85.68,176.22,138.01,26.6,0.8324,7,1,1
26.87,100900.3,0.3144,36.97,3.65,62.37,13.86,8.04,35.18,0.3159,2,0,0
13.52,101181.6,0.1998,18.27,2.15,47.62,8.64,6.22,16.5,0.2106,12,0,0
316.57,98000.0,0.9387,26.09,3.86,96.33,200.99,111.32,24.09,0.9666,7,1,1
8.87,102041.8,0.1206,29.39,0.52,34.6,6.68,3.83,29.39,0.1275,3,0,0
7.86,102283.1,0.1345,36.81,1.37,27.2,5.1,3.45,35.92,0.1324,4,0,0
5.74,102493.9,0.1432,25.9,1.46,26.03,2.89,2.35,24.33,0.1565,6,1,0
319.83,98681.1,0.8628,32.61,6.48,95.2,196.23,155.13,33.69,0.8526,9,1,1
1.66,101537.8,0.0894,26.89,0.2,20.59,1.23,0.93,25.75,0.1052,7,1,0
292.07,98582.2,0.9036,28.42,7.17,97.34,246.06,180.0,29.96,0.8822,10,0,1
210.66,99390.1,0.7138,32.42,6.52,85.66,154.13,107.37,30.69,0.711,11,0,1
167.67,99816.5,0.7434,33.76,4.35,84.87,130.85,92.17,34.15,0.754,8,1,1
161.78,100031.9,0.7546,24.74,3.0,84.58,129.08,98.71,24.01,0.7724,9,1,1
12.75,101429.9,0.206,37.45,1.02,41.87,8.43,5.58,38.9,0.1971,3,0,0
102.72,100330.6,0.6618,26.19,4.18,78.25,58.09,48.69,27.31,0.6541,6,1,1
24.51,100969.1,0.3023,32.74,4.53,62.47,18.55,14.31,32.27,0.322,12,0,0
302.01,98276.9,0.8492,29.87,7.49,98.41,185.92,136.21,28.34,0.8706,9,1,1
266.87,98930.2,0.8642,23.59,5.67,96.42,188.78,134.2,24.81,0.883,6,1,1
126.59,100417.6,0.6694,24.51,3.38,84.92,75.82,43.63,24.42,0.6866,6,1,1
253.19,98418.8,0.8301,20.13,5.01,90.26,155.27,98.64,21.48,0.8478,6,1,1
1.46,101886.7,0.1249,26.31,0.0,26.1,1.18,0.99,26.12,0.1075,9,1,0
121.11,99920.3,0.6498,26.56,4.15,80.67,74.2,58.97,26.52,0.6232,6,1,1
111.37,100500.0,0.626,34.15,3.67,77.63,65.01,40.42,33.46,0.6291,7,1,1
291.84,98485.5,0.8724,33.99,6.54,95.33,223.8,148.41,34.42,0.8441,8,1,1
27.8,101343.7,0.3197,22.88,3.34,66.14,19.69,14.04,21.82,0.3166,7,1,0
25.84,101062.1,0.3136,21.52,4.41,62.96,20.0,11.48,20.29,0.2974,9,1,0
81.32,100500.0,0.6,34.96,3.0,75.0,50.0,40.0,36.7,0.6142,7,1,1
138.15,99597.6,0.7182,22.55,3.31,80.43,99.28,81.07,21.74,0.6987,6,1,1
27.4,100924.4,0.3371,32.29,1.82,70.0,20.0,12.92,30.97,0.3281,1,0,0
174.57,99341.1,0.6658,33.54,3.0,89.76,129.56,97.62,32.6,0.6854,9,1,1
10.33,101858.4,0.1696,24.83,0.23,34.49,6.74,3.88,23.92,0.1671,5,0,0
258.3,98983.1,0.8469,29.9,6.44,88.5,177.57,147.7,28.19,0.8442,8,1,1
319.26,98210.6,0.9101,30.8,11.47,100.0,212.17,139.14,30.77,0.9357,1,0,1
4.34,102715.1,0.1257,21.42,0.0,35.29,3.57,3.05,21.02,0.1321,10,0,0
28.49,100945.4,0.3411,22.61,4.26,70.0,20.0,15.0,20.98,0.3293,8,1,0
8.56,101896.8,0.1286,21.67,1.34,33.01,4.35,2.72,20.55,0.1332,11,0,0
244.4,99008.1,0.7978,20.0,5.89,89.24,136.48,90.99,20.14,0.7901,9,1,1
257.77,99243.0,0.8358,29.58,5.43,84.3,178.12,125.58,29.71,0.8364,3,0,1
169.68,99270.6,0.6996,27.79,5.9,79.9,115.53,84.87,26.63,0.6988,8,1,1
346.6,98417.0,0.9484,30.83,4.53,95.27,214.76,178.44,30.03,0.9218,6,1,1
26.03,100598.0,0.313,24.46,4.03,62.4,14.44,12.29,25.86,0.3197,3,0,0
26.81,100891.2,0.2961,23.88,3.82,64.35,14.39,9.34,25.08,0.281,9,1,0
11.31,101124.3,0.1996,33.43,1.22,36.57,8.54,7.19,32.88,0.2137,2,0,0
15.96,101584.5,0.2041,32.16,2.41,41.58,14.1,11.13,31.64,0.2161,5,0,0
7.69,103000.0,0.1787,35.28,1.26,32.79,6.49,4.26,34.78,0.1931,11,0,0
20.67,101191.3,0.2944,19.6,2.14,63.15,12.72,10.37,18.69,0.2943,5,0,0
282.6,98729.3,0.8367,33.18,5.73,97.9,232.07,180.0,32.39,0.8647,8,1,1
102.79,100302.4,0.6,20.25,3.59,79.44,58.08,40.0,19.9,0.5752,6,1,1
269.65,98564.9,0.8875,30.38,7.86,90.6,160.37,128.89,29.02,0.8906,8,1,1
330.28,98000.0,0.9124,20.79,11.37,100.0,246.12,180.0,21.58,0.8871,9,1,1
5.5,102277.3,0.1094,24.73,0.96,26.95,4.36,2.26,25.27,0.093,9,1,0
9.35,101706.7,0.1577,24.9,1.67,39.04,4.92,4.11,23.48,0.161,3,0,0
183.08,99530.9,0.7422,32.78,6.22,80.06,100.95,76.84,33.62,0.764,9,1,1
29.33,100500.0,0.35,35.6,1.38,64.26,17.27,15.0,34.6,0.3446,7,1,0
12.6,101321.3,0.1843,24.29,1.15,37.91,10.15,5.81,22.33,0.1824,1,0,0
242.93,98701.2,0.8218,26.15,5.8,87.39,155.73,123.64,25.36,0.8307,6,1,1
237.36,98074.8,0.8102,22.06,3.69,94.28,142.08,85.82,21.52,0.8306,6,1,1
200.21,99699.3,0.7624,22.52,6.02,85.74,125.95,89.27,22.24,0.7535,9,1,1
1.5,102269.1,0.1265,37.02,0.0,22.04,1.22,0.79,35.64,0.1373,6,1,0
19.38,101619.5,0.2471,20.89,3.07,57.69,15.56,9.62,22.69,0.2616,5,0,0
0.77,102640.8,0.1151,23.07,0.0,26.47,0.4,0.25,21.38,0.1147,3,0,0
0.24,102139.5,0.08,25.95,0.0,25.78,0.17,0.11,26.81,0.0716,8,1,0
118.15,100293.3,0.6738,24.3,3.0,76.85,78.46,43.82,22.75,0.654,8,1,1
21.29,101277.5,0.2647,32.33,2.28,57.48,19.06,11.5,30.37,0.2844,8,1,0
11.54,102294.3,0.218,19.84,1.28,40.09,7.61,4.21,18.82,0.2131,8,1,0
84.19,99608.9,0.6,25.56,3.04,75.0,50.0,40.95,26.7,0.5944,6,1,1
11.44,101786.3,0.1906,26.26,1.51,39.74,7.51,4.71,24.32,0.1727,8,1,0
130.09,100302.6,0.6597,26.23,5.02,77.32,99.65,82.14,27.38,0.6518,9,1,1
341.94,98040.6,0.9188,20.37,6.75,99.07,206.79,162.56,18.47,0.9169,9,1,1
27.1,100546.7,0.3275,24.26,0.82,60.67,20.0,14.95,24.81,0.3086,5,0,0
278.45,98256.4,0.8555,25.93,7.5,95.13,182.32,131.6,27.08,0.8758,6,1,1
15.84,101338.5,0.2268,28.2,1.03,44.94,12.82,10.98,28.44,0.2462,1,0,0
331.44,98306.4,0.9063,25.59,7.1,93.21,193.04,160.24,23.88,0.9171,9,1,1
269.84,99355.3,0.8784,20.0,8.75,86.28,204.56,165.86,18.87,0.8843,7,1,1
137.38,99823.7,0.6826,25.42,4.1,75.0,104.47,81.53,23.68,0.6959,11,0,1
142.24,99344.9,0.6946,28.26,5.69,85.42,105.58,76.93,27.07,0.6949,11,0,1
218.46,98840.6,0.814,22.84,6.87,84.95,166.02,131.72,22.53,0.7889,10,0,1
163.75,99887.3,0.6955,22.0,5.68,85.51,120.74,91.24,20.26,0.6805,1,0,1
197.52,99094.4,0.7687,32.21,3.0,86.16,116.78,85.11,31.52,0.7444,7,1,1
